TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,AUTO_GYRO_ROTATION_RATE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO
15:01:03,0,F,STARTUP,-103.3,25.2,102572.0,8.2,18.0,21.0,20.0,0.7,-0.9,-9.7,0.2,0.0,0.1,0.0,00:00:00,0.0,0.0,0.0,0,CX ON
15:01:04,1,F,STARTUP,-103.2,25.2,102570.8,8.2,18.0,21.0,20.0,1.1,-2.0,-9.4,0.2,0.0,0.1,0.0,00:00:00,0.0,0.0,0.0,0,CX ON
15:01:05,2,F,STARTUP,-103.1,25.2,102570.4,8.2,18.0,21.0,20.0,0.3,-2.0,-9.4,0.2,0.0,0.1,0.0,00:00:00,0.0,0.0,0.0,0,CX ON
15:01:06,3,F,STARTUP,-103.1,25.3,102570.3,8.2,18.0,21.0,20.0,-1.1,-1.4,-9.6,0.2,0.0,0.1,0.0,00:00:00,0.0,0.0,0.0,0,CX ON
15:01:07,4,F,STARTUP,-103.0,25.3,102569.6,8.2,18.0,21.0,20.0,-1.2,-1.0,-9.6,0.2,0.0,0.1,0.0,00:00:00,0.0,0.0,0.0,0,CX ON
15:01:08,5,F,LAUNCH_PAD,0.1,25.3,102567.9,8.2,18.0,21.0,20.0,-1.1,-1.0,-9.6,0.2,0.0,0.1,0.0,00:00:00,0.0,0.0,0.0,0,CAL
15:01:09,6,F,LAUNCH_PAD,0.1,25.3,102568.8,8.2,18.0,21.0,20.0,-0.8,-0.5,-9.7,0.2,0.0,0.1,0.0,00:00:00,0.0,0.0,0.0,0,CAL
15:01:10,7,F,LAUNCH_PAD,-0.0,25.4,102569.9,8.2,18.0,21.0,20.0,-0.7,-1.0,-9.5,0.2,0.0,0.1,0.0,00:00:00,0.0,0.0,0.0,0,CAL
15:01:11,8,F,LAUNCH_PAD,-0.1,25.4,102570.4,8.2,18.0,21.0,20.0,-0.1,-0.3,-9.7,0.2,0.0,0.1,0.0,00:00:00,0.0,0.0,0.0,0,CAL
15:01:12,9,F,LAUNCH_PAD,0.0,25.4,102569.1,8.2,18.0,21.0,20.0,-0.4,-0.6,-10.0,0.2,0.0,0.1,0.0,00:00:00,0.0,0.0,0.0,0,CAL
