Time [s],Value,Parity Error,Framing Error
0.287105000000000,A,,
0.288145000000000,COMMA,,
0.289185000000000,3,,
0.290225000000000,COMMA,,
0.291265000000000,1,,
0.292305000000000,3,,
0.293345000000000,COMMA,,
0.294385000000000,3,,
0.295424000000000,0,,
0.296464000000000,COMMA,,
0.297504000000000,0,,
0.298544000000000,7,,
0.299584000000000,COMMA,,
0.300624000000000,0,,
0.301664000000000,5,,
0.302704000000000,COMMA,,
0.303744000000000,0,,
0.304784000000000,8,,
0.305824000000000,COMMA,,
0.306864000000000,COMMA,,
0.307904000000000,COMMA,,
0.308944000000000,COMMA,,
0.309984000000000,COMMA,,
0.311024000000000,COMMA,,
0.312064000000000,COMMA,,
0.313103000000000,COMMA,,
0.314143000000000,8,,
0.315183000000000,.,,
0.316223000000000,1,,
0.317263000000000,0,,
0.318303000000000,COMMA,,
0.319343000000000,7,,
0.320383000000000,.,,
0.321423000000000,6,,
0.322463000000000,8,,
0.323503000000000,COMMA,,
0.324543000000000,2,,
0.325583000000000,.,,
0.326623000000000,5,,
0.327663000000000,8,,
0.328703000000000,*,,
0.329743000000000,0,,
0.330782000000000,6,,
0.331822000000000,\r,,
0.332862000000000,\n,,
0.333902000000000,$,,
0.334942000000000,G,,
0.335982000000000,P,,
0.337022000000000,G,,
0.338062000000000,S,,
0.339102000000000,V,,
0.340142000000000,COMMA,,
0.341182000000000,2,,
0.342222000000000,COMMA,,
0.343262000000000,1,,
0.344302000000000,COMMA,,
0.345342000000000,0,,
0.346382000000000,6,,
0.347421000000000,COMMA,,
0.348461000000000,0,,
0.349501000000000,5,,
0.350541000000000,COMMA,,
0.351581000000000,3,,
0.352621000000000,5,,
0.353661000000000,COMMA,,
0.354701000000000,2,,
0.355741000000000,4,,
0.356781000000000,1,,
0.357821000000000,COMMA,,
0.358861000000000,4,,
0.359901000000000,6,,
0.360941000000000,COMMA,,
0.361981000000000,0,,
0.363021000000000,7,,
0.364061000000000,COMMA,,
0.365100000000000,3,,
0.366140000000000,9,,
0.367180000000000,COMMA,,
0.368220000000000,1,,
0.369260000000000,2,,
0.370300000000000,6,,
0.371340000000000,COMMA,,
0.372380000000000,4,,
0.373420000000000,0,,
0.374460000000000,COMMA,,
0.375500000000000,0,,
0.376540000000000,8,,
0.377580000000000,COMMA,,
0.378620000000000,1,,
0.379660000000000,6,,
0.380700000000000,COMMA,,
0.381740000000000,1,,
0.382779000000000,1,,
0.383819000000000,9,,
0.384859000000000,COMMA,,
0.385899000000000,3,,
0.386939000000000,4,,
0.387979000000000,COMMA,,
0.389019000000000,0,,
0.390059000000000,9,,
0.391099000000000,COMMA,,
0.392139000000000,2,,
0.393179000000000,7,,
0.394219000000000,COMMA,,
0.395259000000000,0,,
0.396299000000000,6,,
0.397339000000000,0,,
0.398379000000000,COMMA,,
0.399419000000000,*,,
0.400458000000000,7,,
0.401498000000000,D,,
0.402538000000000,\r,,
0.403578000000000,\n,,
0.404618000000000,$,,
0.405658000000000,G,,
0.406698000000000,P,,
0.407738000000000,G,,
0.408778000000000,S,,
0.409818000000000,V,,
0.410858000000000,COMMA,,
0.411898000000000,2,,
0.412938000000000,COMMA,,
0.413978000000000,2,,
0.415018000000000,COMMA,,
0.416058000000000,0,,
0.417097000000000,6,,
0.418137000000000,COMMA,,
0.419177000000000,1,,
0.420217000000000,3,,
0.421257000000000,COMMA,,
0.422297000000000,2,,
0.423337000000000,8,,
0.424377000000000,COMMA,,
0.425417000000000,2,,
0.426457000000000,2,,
0.427497000000000,8,,
0.428537000000000,COMMA,,
0.429577000000000,4,,
0.430617000000000,1,,
0.431657000000000,COMMA,,
0.432697000000000,3,,
0.433737000000000,0,,
0.434776000000000,COMMA,,
0.435816000000000,6,,
0.436856000000000,6,,
0.437896000000000,COMMA,,
0.438936000000000,1,,
0.439976000000000,7,,
0.441016000000000,6,,
0.442056000000000,COMMA,,
0.443096000000000,4,,
0.444136000000000,3,,
0.445176000000000,*,,
0.446216000000000,7,,
0.447256000000000,E,,
0.448296000000000,\r,,
0.449336000000000,\n,,
0.450376000000000,$,,
0.451416000000000,G,,
0.452455000000000,P,,
0.453495000000000,G,,
0.454535000000000,L,,
0.455575000000000,L,,
0.456615000000000,COMMA,,
0.457655000000000,3,,
0.458695000000000,4,,
0.459735000000000,3,,
0.460775000000000,6,,
0.461815000000000,.,,
0.462855000000000,3,,
0.463895000000000,3,,
0.464935000000000,8,,
0.465975000000000,5,,
0.467015000000000,3,,
0.468055000000000,COMMA,,
0.469094000000000,S,,
0.470134000000000,COMMA,,
0.471174000000000,0,,
0.472214000000000,5,,
0.473254000000000,8,,
0.474294000000000,2,,
0.475334000000000,2,,
0.476374000000000,.,,
0.477414000000000,4,,
0.478454000000000,4,,
0.479494000000000,9,,
0.480534000000000,2,,
0.481574000000000,5,,
0.482614000000000,COMMA,,
0.483654000000000,W,,
0.484694000000000,COMMA,,
0.485734000000000,1,,
0.486773000000000,6,,
0.487813000000000,0,,
0.488853000000000,4,,
0.489893000000000,3,,
0.490933000000000,6,,
0.491973000000000,.,,
0.493013000000000,0,,
0.494053000000000,0,,
0.495093000000000,COMMA,,
0.496133000000000,A,,
0.497173000000000,COMMA,,
0.498213000000000,A,,
0.499253000000000,*,,
0.500293000000000,6,,
0.501333000000000,F,,
0.502373000000000,\r,,
0.503413000000000,\n,,
1.094281000000000,$,,
1.095320000000000,G,,
1.096360000000000,P,,
1.097400000000000,R,,
1.098440000000000,M,,
1.099480000000000,C,,
1.100520000000000,COMMA,,
1.101560000000000,1,,
1.102600000000000,6,,
1.103640000000000,0,,
1.104680000000000,4,,
1.105720000000000,3,,
1.106760000000000,7,,
1.107800000000000,.,,
1.108840000000000,0,,
1.109880000000000,0,,
1.110920000000000,COMMA,,
1.111960000000000,A,,
1.112999000000000,COMMA,,
1.114039000000000,3,,
1.115079000000000,4,,
1.116119000000000,3,,
1.117159000000000,6,,
1.118199000000000,.,,
1.119239000000000,3,,
1.120279000000000,3,,
1.121319000000000,8,,
1.122359000000000,6,,
1.123399000000000,2,,
1.124439000000000,COMMA,,
1.125479000000000,S,,
1.126519000000000,COMMA,,
1.127559000000000,0,,
1.128599000000000,5,,
1.129638000000000,8,,
1.130678000000000,2,,
1.131718000000000,2,,
1.132758000000000,.,,
1.133798000000000,4,,
1.134838000000000,4,,
1.135878000000000,9,,
1.136918000000000,2,,
1.137958000000000,6,,
1.138998000000000,COMMA,,
1.140038000000000,W,,
1.141078000000000,COMMA,,
1.142118000000000,0,,
1.143158000000000,.,,
1.144198000000000,2,,
1.145238000000000,2,,
1.146278000000000,4,,
1.147317000000000,COMMA,,
1.148357000000000,COMMA,,
1.149397000000000,1,,
1.150437000000000,9,,
1.151477000000000,0,,
1.152517000000000,5,,
1.153557000000000,2,,
1.154597000000000,5,,
1.155637000000000,COMMA,,
1.156677000000000,COMMA,,
1.157717000000000,COMMA,,
1.158757000000000,A,,
1.159797000000000,*,,
1.160837000000000,7,,
1.161877000000000,8,,
1.162917000000000,\r,,
1.163957000000000,\n,,
1.164996000000000,$,,
1.166036000000000,G,,
1.167076000000000,P,,
1.168116000000000,V,,
1.169156000000000,T,,
1.170196000000000,G,,
1.171236000000000,COMMA,,
1.172276000000000,COMMA,,
1.173316000000000,T,,
1.174356000000000,COMMA,,
1.175396000000000,COMMA,,
1.176436000000000,M,,
1.177476000000000,COMMA,,
1.178516000000000,0,,
1.179556000000000,.,,
1.180596000000000,2,,
1.181636000000000,2,,
1.182675000000000,4,,
1.183715000000000,COMMA,,
1.184755000000000,N,,
1.185795000000000,COMMA,,
1.186835000000000,0,,
1.187875000000000,.,,
1.188915000000000,4,,
1.189955000000000,1,,
1.190995000000000,6,,
1.192035000000000,COMMA,,
1.193075000000000,K,,
1.194115000000000,COMMA,,
1.195155000000000,A,,
1.196195000000000,*,,
1.197235000000000,2,,
1.198275000000000,4,,
1.199314000000000,\r,,
1.200354000000000,\n,,
1.201394000000000,$,,
1.202434000000000,G,,
1.203474000000000,P,,
1.204514000000000,G,,
1.205554000000000,G,,
1.206594000000000,A,,
1.207634000000000,COMMA,,
1.208674000000000,1,,
1.209714000000000,6,,
1.210754000000000,0,,
1.211794000000000,4,,
1.212834000000000,3,,
1.213874000000000,7,,
1.214914000000000,.,,
1.215954000000000,0,,
1.216993000000000,0,,
1.218033000000000,COMMA,,
1.219073000000000,3,,
1.220113000000000,4,,
1.221153000000000,3,,
1.222193000000000,6,,
1.223233000000000,.,,
1.224273000000000,3,,
1.225313000000000,3,,
1.226353000000000,8,,
1.227393000000000,6,,
1.228433000000000,2,,
1.229473000000000,COMMA,,
1.230513000000000,S,,
1.231553000000000,COMMA,,
1.232593000000000,0,,
1.233633000000000,5,,
1.234672000000000,8,,
1.235712000000000,2,,
1.236752000000000,2,,
1.237792000000000,.,,
1.238832000000000,4,,
1.239872000000000,4,,
1.240912000000000,9,,
1.241952000000000,2,,
1.242992000000000,6,,
1.244032000000000,COMMA,,
1.245072000000000,W,,
1.246112000000000,COMMA,,
1.247152000000000,1,,
1.248192000000000,COMMA,,
1.249232000000000,0,,
1.250272000000000,5,,
1.251311000000000,COMMA,,
1.252351000000000,7,,
1.253391000000000,.,,
1.254431000000000,6,,
1.255471000000000,7,,
1.256511000000000,COMMA,,
1.257551000000000,6,,
1.258591000000000,3,,
1.259631000000000,.,,
1.260671000000000,2,,
1.261711000000000,COMMA,,
1.262751000000000,M,,
1.263791000000000,COMMA,,
1.264831000000000,1,,
1.265871000000000,3,,
1.266911000000000,.,,
1.267951000000000,6,,
1.268990000000000,COMMA,,
1.270030000000000,M,,
1.271070000000000,COMMA,,
1.272110000000000,COMMA,,
1.273150000000000,*,,
1.274190000000000,6,,
1.275230000000000,A,,
1.276270000000000,\r,,
1.277310000000000,\n,,
1.278350000000000,$,,
1.279390000000000,G,,
1.280430000000000,P,,
1.281470000000000,G,,
1.282510000000000,S,,
1.283550000000000,A,,
1.284590000000000,COMMA,,
1.285630000000000,A,,
1.286669000000000,COMMA,,
1.287709000000000,3,,
1.288749000000000,COMMA,,
1.289789000000000,1,,
1.290829000000000,3,,
1.291869000000000,COMMA,,
1.292909000000000,3,,
1.293949000000000,0,,
1.294989000000000,COMMA,,
1.296029000000000,0,,
1.297069000000000,7,,
1.298109000000000,COMMA,,
1.299149000000000,0,,
1.300189000000000,5,,
1.301229000000000,COMMA,,
1.302269000000000,0,,
1.303309000000000,8,,
1.304348000000000,COMMA,,
1.305388000000000,COMMA,,
1.306428000000000,COMMA,,
1.307468000000000,COMMA,,
1.308508000000000,COMMA,,
1.309548000000000,COMMA,,
1.310588000000000,COMMA,,
1.311628000000000,COMMA,,
1.312668000000000,8,,
1.313708000000000,.,,
1.314748000000000,0,,
1.315788000000000,9,,
1.316828000000000,COMMA,,
1.317868000000000,7,,
1.318908000000000,.,,
1.319948000000000,6,,
1.320987000000000,7,,
1.322027000000000,COMMA,,
1.323067000000000,2,,
1.324107000000000,.,,
1.325147000000000,5,,
1.326187000000000,8,,
1.327227000000000,*,,
1.328267000000000,0,,
1.329307000000000,1,,
1.330347000000000,\r,,
1.331387000000000,\n,,
1.332427000000000,$,,
1.333467000000000,G,,
1.334507000000000,P,,
1.335547000000000,G,,
1.336587000000000,S,,
1.337627000000000,V,,
1.338666000000000,COMMA,,
1.339706000000000,2,,
1.340746000000000,COMMA,,
1.341786000000000,1,,
1.342826000000000,COMMA,,
1.343866000000000,0,,
1.344906000000000,6,,
1.345946000000000,COMMA,,
1.346986000000000,0,,
1.348026000000000,5,,
1.349066000000000,COMMA,,
1.350106000000000,3,,
1.351146000000000,5,,
1.352186000000000,COMMA,,
1.353226000000000,2,,
1.354266000000000,4,,
1.355306000000000,1,,
1.356345000000000,COMMA,,
1.357385000000000,4,,
1.358425000000000,6,,
1.359465000000000,COMMA,,
1.360505000000000,0,,
1.361545000000000,7,,
1.362585000000000,COMMA,,
1.363625000000000,3,,
1.364665000000000,9,,
1.365705000000000,COMMA,,
1.366745000000000,1,,
1.367785000000000,2,,
1.368825000000000,6,,
1.369865000000000,COMMA,,
1.370905000000000,3,,
1.371945000000000,9,,
1.372984000000000,COMMA,,
1.374024000000000,0,,
1.375064000000000,8,,
1.376104000000000,COMMA,,
1.377144000000000,1,,
1.378184000000000,6,,
1.379224000000000,COMMA,,
1.380264000000000,1,,
1.381304000000000,1,,
1.382344000000000,9,,
1.383384000000000,COMMA,,
1.384424000000000,3,,
1.385464000000000,3,,
1.386504000000000,COMMA,,
1.387544000000000,0,,
1.388584000000000,9,,
1.389624000000000,COMMA,,
1.390663000000000,2,,
1.391703000000000,7,,
1.392743000000000,COMMA,,
1.393783000000000,0,,
1.394823000000000,6,,
1.395863000000000,0,,
1.396903000000000,COMMA,,
1.397943000000000,*,,
1.398983000000000,7,,
1.400023000000000,4,,
1.401063000000000,\r,,
1.402103000000000,\n,,
1.403143000000000,$,,
1.404183000000000,G,,
1.405223000000000,P,,
1.406263000000000,G,,
1.407303000000000,S,,
1.408342000000000,V,,
1.409382000000000,COMMA,,
1.410422000000000,2,,
1.411462000000000,COMMA,,
1.412502000000000,2,,
1.413542000000000,COMMA,,
1.414582000000000,0,,
1.415622000000000,6,,
1.416662000000000,COMMA,,
1.417702000000000,1,,
1.418742000000000,3,,
1.419782000000000,COMMA,,
1.420822000000000,2,,
1.421862000000000,8,,
1.422902000000000,COMMA,,
1.423942000000000,2,,
1.424982000000000,2,,
1.426021000000000,8,,
1.427061000000000,COMMA,,
1.428101000000000,4,,
1.429141000000000,1,,
1.430181000000000,COMMA,,
1.431221000000000,3,,
1.432261000000000,0,,
1.433301000000000,COMMA,,
1.434341000000000,6,,
1.435381000000000,6,,
1.436421000000000,COMMA,,
1.437461000000000,1,,
1.438501000000000,7,,
1.439541000000000,6,,
1.440581000000000,COMMA,,
1.441621000000000,4,,
1.442660000000000,3,,
1.443700000000000,*,,
1.444740000000000,7,,
1.445780000000000,E,,
1.446820000000000,\r,,
1.447860000000000,\n,,
1.448900000000000,$,,
1.449940000000000,G,,
1.450980000000000,P,,
1.452020000000000,G,,
1.453060000000000,L,,
1.454100000000000,L,,
1.455140000000000,COMMA,,
1.456180000000000,3,,
1.457220000000000,4,,
1.458260000000000,3,,
1.459300000000000,6,,
1.460339000000000,.,,
1.461379000000000,3,,
1.462419000000000,3,,
1.463459000000000,8,,
1.464499000000000,6,,
1.465539000000000,2,,
1.466579000000000,COMMA,,
1.467619000000000,S,,
1.468659000000000,COMMA,,
1.469699000000000,0,,
1.470739000000000,5,,
1.471779000000000,8,,
1.472819000000000,2,,
1.473859000000000,2,,
1.474899000000000,.,,
1.475939000000000,4,,
1.476979000000000,4,,
1.478018000000000,9,,
1.479058000000000,2,,
1.480098000000000,6,,
1.481138000000000,COMMA,,
1.482178000000000,W,,
1.483218000000000,COMMA,,
1.484258000000000,1,,
1.485298000000000,6,,
1.486338000000000,0,,
1.487378000000000,4,,
1.488418000000000,3,,
1.489458000000000,7,,
1.490498000000000,.,,
1.491538000000000,0,,
1.492578000000000,0,,
1.493618000000000,COMMA,,
1.494658000000000,A,,
1.495697000000000,COMMA,,
1.496737000000000,A,,
1.497777000000000,*,,
1.498817000000000,6,,
1.499857000000000,F,,
1.500897000000000,\r,,
1.501937000000000,\n,,
2.096328000000000,$,,
2.097368000000000,G,,
2.098408000000000,P,,
2.099448000000000,R,,
2.100488000000000,M,,
2.101528000000000,C,,
2.102568000000000,COMMA,,
2.103607000000000,1,,
2.104647000000000,6,,
2.105687000000000,0,,
2.106727000000000,4,,
2.107767000000000,3,,
2.108807000000000,8,,
2.109847000000000,.,,
2.110887000000000,0,,
2.111927000000000,0,,
2.112967000000000,COMMA,,
2.114007000000000,A,,
2.115047000000000,COMMA,,
2.116087000000000,3,,
2.117127000000000,4,,
2.118167000000000,3,,
2.119207000000000,6,,
2.120247000000000,.,,
2.121286000000000,3,,
2.122326000000000,3,,
2.123366000000000,8,,
2.124406000000000,6,,
2.125446000000000,7,,
2.126486000000000,COMMA,,
2.127526000000000,S,,
2.128566000000000,COMMA,,
2.129606000000000,0,,
2.130646000000000,5,,
2.131686000000000,8,,
2.132726000000000,2,,
2.133766000000000,2,,
2.134806000000000,.,,
2.135846000000000,4,,
2.136886000000000,4,,
2.137926000000000,9,,
2.138965000000000,2,,
2.140005000000000,7,,
2.141045000000000,COMMA,,
2.142085000000000,W,,
2.143125000000000,COMMA,,
2.144165000000000,0,,
2.145205000000000,.,,
2.146245000000000,1,,
2.147285000000000,2,,
2.148325000000000,7,,
2.149365000000000,COMMA,,
2.150405000000000,COMMA,,
2.151445000000000,1,,
2.152485000000000,9,,
2.153525000000000,0,,
2.154565000000000,5,,
2.155604000000000,2,,
2.156644000000000,5,,
2.157684000000000,COMMA,,
2.158724000000000,COMMA,,
2.159764000000000,COMMA,,
2.160804000000000,A,,
2.161844000000000,*,,
2.162884000000000,7,,
2.163924000000000,3,,
2.164964000000000,\r,,
2.166004000000000,\n,,
2.167044000000000,$,,
2.168084000000000,G,,
2.169124000000000,P,,
2.170164000000000,V,,
2.171204000000000,T,,
2.172244000000000,G,,
2.173283000000000,COMMA,,
2.174323000000000,COMMA,,
2.175363000000000,T,,
2.176403000000000,COMMA,,
2.177443000000000,COMMA,,
2.178483000000000,M,,
2.179523000000000,COMMA,,
2.180563000000000,0,,
2.181603000000000,.,,
2.182643000000000,1,,
2.183683000000000,2,,
2.184723000000000,7,,
2.185763000000000,COMMA,,
2.186803000000000,N,,
2.187843000000000,COMMA,,
2.188883000000000,0,,
2.189923000000000,.,,
2.190962000000000,2,,
2.192002000000000,3,,
2.193042000000000,6,,
2.194082000000000,COMMA,,
2.195122000000000,K,,
2.196162000000000,COMMA,,
2.197202000000000,A,,
2.198242000000000,*,,
2.199282000000000,2,,
2.200322000000000,0,,
2.201362000000000,\r,,
2.202402000000000,\n,,
2.203442000000000,$,,
2.204482000000000,G,,
2.205522000000000,P,,
2.206562000000000,G,,
2.207601000000000,G,,
2.208641000000000,A,,
2.209681000000000,COMMA,,
2.210721000000000,1,,
2.211761000000000,6,,
2.212801000000000,0,,
2.213841000000000,4,,
2.214881000000000,3,,
2.215921000000000,8,,
2.216961000000000,.,,
2.218001000000000,0,,
2.219041000000000,0,,
2.220081000000000,COMMA,,
2.221121000000000,3,,
2.222161000000000,4,,
2.223201000000000,3,,
2.224241000000000,6,,
2.225280000000000,.,,
2.226320000000000,3,,
2.227360000000000,3,,
2.228400000000000,8,,
2.229440000000000,6,,
2.230480000000000,7,,
2.231520000000000,COMMA,,
2.232560000000000,S,,
2.233600000000000,COMMA,,
2.234640000000000,0,,
2.235680000000000,5,,
2.236720000000000,8,,
2.237760000000000,2,,
2.238800000000000,2,,
2.239840000000000,.,,
2.240880000000000,4,,
2.241920000000000,4,,
2.242959000000000,9,,
2.243999000000000,2,,
2.245039000000000,7,,
2.246079000000000,COMMA,,
2.247119000000000,W,,
2.248159000000000,COMMA,,
2.249199000000000,1,,
2.250239000000000,COMMA,,
2.251279000000000,0,,
2.252319000000000,5,,
2.253359000000000,COMMA,,
2.254399000000000,7,,
2.255439000000000,.,,
2.256479000000000,6,,
2.257519000000000,7,,
2.258559000000000,COMMA,,
2.259599000000000,6,,
2.260638000000000,3,,
2.261678000000000,.,,
2.262718000000000,4,,
2.263758000000000,COMMA,,
2.264798000000000,M,,
2.265838000000000,COMMA,,
2.266878000000000,1,,
2.267918000000000,3,,
2.268958000000000,.,,
2.269998000000000,6,,
2.271038000000000,COMMA,,
2.272078000000000,M,,
2.273118000000000,COMMA,,
2.274158000000000,COMMA,,
2.275198000000000,*,,
2.276238000000000,6,,
2.277277000000000,7,,
2.278317000000000,\r,,
2.279357000000000,\n,,
2.280397000000000,$,,
2.281437000000000,G,,
2.282477000000000,P,,
2.283517000000000,G,,
2.284557000000000,S,,
2.285597000000000,A,,
2.286637000000000,COMMA,,
2.287677000000000,A,,
2.288717000000000,COMMA,,
2.289757000000000,3,,
2.290797000000000,COMMA,,
2.291837000000000,1,,
2.292877000000000,3,,
2.293917000000000,COMMA,,
2.294956000000000,3,,
2.295996000000000,0,,
2.297036000000000,COMMA,,
2.298076000000000,0,,
2.299116000000000,7,,
2.300156000000000,COMMA,,
2.301196000000000,0,,
2.302236000000000,5,,
2.303276000000000,COMMA,,
2.304316000000000,0,,
2.305356000000000,8,,
2.306396000000000,COMMA,,
2.307436000000000,COMMA,,
2.308476000000000,COMMA,,
2.309516000000000,COMMA,,
2.310556000000000,COMMA,,
2.311596000000000,COMMA,,
2.312635000000000,COMMA,,
2.313675000000000,COMMA,,
2.314715000000000,8,,
2.315755000000000,.,,
2.316795000000000,0,,
2.317835000000000,9,,
2.318875000000000,COMMA,,
2.319915000000000,7,,
2.320955000000000,.,,
2.321995000000000,6,,
2.323035000000000,7,,
2.324075000000000,COMMA,,
2.325115000000000,2,,
2.326155000000000,.,,
2.327195000000000,5,,
2.328235000000000,8,,
2.329274000000000,*,,
2.330314000000000,0,,
2.331354000000000,1,,
2.332394000000000,\r,,
2.333434000000000,\n,,
2.334474000000000,$,,
2.335514000000000,G,,
2.336554000000000,P,,
2.337594000000000,G,,
2.338634000000000,S,,
2.339674000000000,V,,
2.340714000000000,COMMA,,
2.341754000000000,2,,
2.342794000000000,COMMA,,
2.343834000000000,1,,
2.344874000000000,COMMA,,
2.345914000000000,0,,
2.346953000000000,6,,
2.347993000000000,COMMA,,
2.349033000000000,0,,
2.350073000000000,5,,
2.351113000000000,COMMA,,
2.352153000000000,3,,
2.353193000000000,5,,
2.354233000000000,COMMA,,
2.355273000000000,2,,
2.356313000000000,4,,
2.357353000000000,1,,
2.358393000000000,COMMA,,
2.359433000000000,4,,
2.360473000000000,6,,
2.361513000000000,COMMA,,
2.362553000000000,0,,
2.363593000000000,7,,
2.364632000000000,COMMA,,
2.365672000000000,3,,
2.366712000000000,9,,
2.367752000000000,COMMA,,
2.368792000000000,1,,
2.369832000000000,2,,
2.370872000000000,6,,
2.371912000000000,COMMA,,
2.372952000000000,3,,
2.373992000000000,9,,
2.375032000000000,COMMA,,
2.376072000000000,0,,
2.377112000000000,8,,
2.378152000000000,COMMA,,
2.379192000000000,1,,
2.380232000000000,6,,
2.381272000000000,COMMA,,
2.382311000000000,1,,
2.383351000000000,1,,
2.384391000000000,9,,
2.385431000000000,COMMA,,
2.386471000000000,3,,
2.387511000000000,3,,
2.388551000000000,COMMA,,
2.389591000000000,0,,
2.390631000000000,9,,
2.391671000000000,COMMA,,
2.392711000000000,2,,
2.393751000000000,7,,
2.394791000000000,COMMA,,
2.395831000000000,0,,
2.396871000000000,6,,
2.397911000000000,0,,
2.398950000000000,COMMA,,
2.399990000000000,*,,
2.401030000000000,7,,
2.402070000000000,4,,
2.403110000000000,\r,,
2.404150000000000,\n,,
2.405190000000000,$,,
2.406230000000000,G,,
2.407270000000000,P,,
2.408310000000000,G,,
2.409350000000000,S,,
2.410390000000000,V,,
2.411430000000000,COMMA,,
2.412470000000000,2,,
2.413510000000000,COMMA,,
2.414550000000000,2,,
2.415590000000000,COMMA,,
2.416629000000000,0,,
2.417669000000000,6,,
